gbifid	kingdom	family	scientificname	countrycode	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	eventdate	day	month	year
1572350576	Animalia	Lycaenidae	Lycaena phlaeas (Linnaeus, 1761)	HR	43.554821	16.388297	48	2017-07-01T02:00Z	1	7	2017
1580154406	Animalia	Lycaenidae	Lycaena virgaureae (Linnaeus, 1758) Linnaeus, 1758	HR	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580153916	Animalia	Lycaenidae	Lycaenidae	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1572340828	Animalia	Lymantriidae	Lymantria dispar Linnaeus, 1758	HR	43.550512	16.387382	6	2017-06-28T02:00Z	28	6	2017
1571191093	Animalia	Lymantriidae	Lymantria dispar Linnaeus, 1758	HR	43.502787	16.437821	96	2017-06-27T02:00Z	27	6	2017
1580157144	Animalia	Sphingidae	Macroglossum stellatarum Linnaeus, 1758	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580159321	Animalia	Lasiocampidae	Macrothylacia rubi Linnaeus, 1758	HR	45.405193	14.799158	250	2017-06-09T02:00Z	9	6	2017
1572379140	Animalia	Mactridae	Mactra stultorum (Linnaeus, 1758)	HR	44.230127	15.162926	2752	2017-07-01T14:30Z	1	7	2017
1580157165	Plantae	Magnoliaceae	Magnolia grandiflora L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580156983	Plantae	Malvaceae	Malva sylvestris L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580155413	Plantae	Malvaceae	Malva sylvestris L.	HR	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1572350882	Plantae	Malvaceae	Malva sylvestris L.	HR	44.957653	14.40578	10	2017-06-19T14:32Z	19	6	2017
1586115669	Animalia	Nymphalidae	Maniola jurtina Linnaeus, 1758	HR	43.908049	16.395689	10	2017-06-25T10:23Z	25	6	2017
1580159751	Animalia	Nymphalidae	Maniola jurtina Linnaeus, 1758	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580157997	Animalia	Nymphalidae	Maniola jurtina Linnaeus, 1758	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1571160640	Plantae	Fabaceae	Medicago sativa L.	HR	44.954792	14.413755		2017-06-20T14:15Z	20	6	2017
1621773562	Animalia	Nymphalidae	Melanargia galathea Linnaeus, 1758	HR	43.554821	16.388297	48	2017-07-01T02:00Z	1	7	2017
1586115668	Animalia	Nymphalidae	Melanargia galathea Linnaeus, 1758	HR	43.975157	16.430587	14	2017-06-24T16:57Z	24	6	2017
1580167008	Animalia	Nymphalidae	Melanargia galathea Linnaeus, 1758	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580160563	Animalia	Nymphalidae	Melanargia galathea Linnaeus, 1758	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1586123287	Animalia	Littorinidae	Melarhaphe neritoides (Linnaeus, 1758)	HR	43.941254	15.162034	61	2017-07-18T16:59Z	18	7	2017
1572379035	Animalia	Littorinidae	Melarhaphe neritoides (Linnaeus, 1758)	HR	44.23111	15.1625		2017-07-01T14:22Z	1	7	2017
1580165128	Plantae	Fabaceae	Melilotus indicus (L.) All.	HR	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580164526	Plantae	Fabaceae	Melilotus neapolitanus Ten.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580164499	Animalia	Nymphalidae	Melitaea cinxia Linnaeus, 1758	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1586194939	Animalia	Nymphalidae	Melitaea didyma Esper, 1780	HR	45.035553	13.889122	250	2017-07-31T02:00Z	31	7	2017
1580164520	Animalia	Nymphalidae	Melitaea phoebe Denis & Schiffermüller, 1775	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580163600	Animalia	Nymphalidae	Melitaea phoebe Denis & Schiffermüller, 1775	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1562900639	Plantae	Lamiaceae	Melittis melissophyllum L.	HR	45.395788	13.900775		2017-04-21T05:37Z	21	4	2017
1572345872	Animalia	Geometridae	Menophra abruptaria Thunberg, 1792	HR	43.550514	16.387385	6	2017-06-30T02:00Z	30	6	2017
1580163581	Animalia	Syrphidae	Merodon equestris (Fabricius, 1794)	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1586115796	Animalia	Phalacrocoracidae	Microcarbo pygmeus (Pallas, 1773)	HR	45.025986	13.70119	49	2017-07-04T11:20Z	4	7	2017
1580173001	Animalia	Cecidomyiidae	Mikiola fagi (Hartig, 1839)	HR	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1586949647	Plantae	Nyctaginaceae	Mirabilis jalapa L.	HR	43.296806	17.021678	172	2017-08-16T18:32Z	16	8	2017
1580179829	Animalia	Hygromiidae	Monacha cartusiana (Müller, 1774)	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1572383891	Animalia	Hygromiidae	Monacha cartusiana (Müller, 1774)	HR	44.233055	15.171111	2752	2017-07-01T21:51Z	1	7	2017
1580181254	Plantae	Moraceae	Morus nigra L.	HR	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580176004	Plantae	Moraceae	Morus nigra L.	HR	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580178458	Animalia	Motacillidae	Motacilla alba Linnaeus, 1758	HR	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580175591	Animalia	Motacillidae	Motacilla alba Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580182875	Animalia	Motacillidae	Motacilla cinerea Tunstall, 1771	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580174645	Animalia	Motacillidae	Motacilla cinerea Tunstall, 1771	HR	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580178498	Animalia	Motacillidae	Motacilla flava subsp. feldegg Michahelles, 1830	HR	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580175282	Animalia	Motacillidae	Motacilla flava subsp. feldegg Michahelles, 1830	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580183648	Plantae	Musaceae	Musa paradisiaca L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580183389	Plantae	Asparagaceae	Muscari comosum (L.) Mill.	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580183249	Plantae	Asparagaceae	Muscari comosum (L.) Mill.	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580187672	Plantae	Amaryllidaceae	Narcissus poeticus L.	HR	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1572347246	Animalia	Colubridae	Natrix natrix (Linnaeus, 1758)	HR	45.460328	14.153687	11	2017-06-25T14:32Z	25	6	2017
1572347018	Animalia	Colubridae	Natrix natrix (Linnaeus, 1758)	HR	44.964902	14.457372	11	2017-06-23T18:52Z	23	6	2017
1500317075	Animalia	Colubridae	Natrix natrix (Linnaeus, 1758)	HR	45.807104	16.087844	5	2017-04-26T15:09Z	26	4	2017
1585342523	Animalia	Colubridae	Natrix tessellata (Laurenti, 1768)	HR	44.871323	15.606251	250	2017-07-27T02:00Z	27	7	2017
1580188877	Animalia	Adelidae	Nemophora metallica (Poda, 1761) Poda, 1761	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580188330	Plantae	Apocynaceae	Nerium oleander L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580187866	Plantae	Apocynaceae	Nerium oleander L.	HR	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580189596	Plantae	Ranunculaceae	Nigella damascena L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1572400680	Plantae	Nymphaeaceae	Nuphar luteum (L.) Sibth. & Sm.	HR	44.246389	15.810556		2017-07-05T13:58Z	5	7	2017
1580192718	Animalia	Noctuidae	Ochropleura plecta Linnaeus, 1761	HR	45.405193	14.799158	250	2017-06-12T02:00Z	12	6	2017
1580490821	Animalia	Acrididae	Oedaleus decorus (Germar, 1825)	HR	44.213333	15.164167		2017-07-03T20:58Z	3	7	2017
1580490817	Animalia	Acrididae	Oedaleus decorus (Germar, 1825)	HR	44.211614	15.163346	15	2017-07-03T20:51Z	3	7	2017
1580193496	Animalia	Muscicapidae	Oenanthe hispanica (Linnaeus, 1758)	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580193528	Animalia	Muscicapidae	Oenanthe oenanthe (Linnaeus, 1758)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1621790565	Plantae	Oleaceae	Olea europaea L.	HR	45.116681	14.349316	344	2017-08-20T15:12Z	20	8	2017
1586946185	Plantae	Oleaceae	Olea europaea L.	HR	43.298759	17.019066		2017-08-15T19:41Z	15	8	2017
1580195150	Plantae	Oleaceae	Olea europaea L.	HR	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580195031	Plantae	Oleaceae	Olea europaea L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580195854	Plantae	Fabaceae	Onobrychis viciifolia Scop.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1572400649	Plantae	Asteraceae	Onopordum illyricum L.	HR	44.161676	15.848519	4	2017-07-05T12:13Z	5	7	2017
1580489128	Animalia	Noctuidae	Ophiusa tirhaca Cramer, 1780	HR	43.550512	16.387385	6	2017-07-04T02:00Z	4	7	2017
1580196987	Plantae	Orchidaceae	Ophrys fuciflora subsp. tetraloniae (W.P.Teschner) Faurh.	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580196346	Plantae	Orchidaceae	Ophrys fuciflora subsp. tetraloniae (W.P.Teschner) Faurh.	HR	45.034351	14.15657	250	2017-05-16T02:00Z	16	5	2017
1580196594	Plantae	Orchidaceae	Ophrys holoserica subsp. holubyana (András.) Kreutz	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580196606	Plantae	Orchidaceae	Ophrys oestrifera subsp. oestrifera	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580197226	Plantae	Cactaceae	Opuntia ficus-indica (L.) Mill.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580197048	Plantae	Cactaceae	Opuntia ficus-indica (L.) Mill.	HR	45.080399	14.144146	250	2017-05-31T02:00Z	31	5	2017
1572400768	Plantae	Cactaceae	Opuntia humifusa (Raf.) Raf.	HR	44.195556	15.767778		2017-07-05T18:22Z	5	7	2017
1580199815	Animalia	Oriolidae	Oriolus oriolus (Linnaeus, 1758)	HR	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580198521	Animalia	Oriolidae	Oriolus oriolus (Linnaeus, 1758)	HR	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580198301	Animalia	Oriolidae	Oriolus oriolus (Linnaeus, 1758)	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580201803	Plantae	Apiaceae	Orlaya grandiflora (L.) Hoffm.	HR	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580199734	Plantae	Apiaceae	Orlaya grandiflora (L.) Hoffm.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580199603	Plantae	Apiaceae	Orlaya grandiflora (L.) Hoffm.	HR	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580201853	Plantae	Asparagaceae	Ornithogalum narbonense L.	HR	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580200751	Plantae	Asparagaceae	Ornithogalum narbonense L.	HR	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580200455	Plantae	Asparagaceae	Ornithogalum narbonense L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580199980	Plantae	Asparagaceae	Ornithogalum narbonense L.	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580198332	Plantae	Asparagaceae	Ornithogalum umbellatum L.	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1572351758	Animalia	Libellulidae	Orthetrum brunneum Fonscolombe, 1837	HR	44.943545	14.414492	10	2017-06-20T19:06Z	20	6	2017
1580199925	Animalia	Libellulidae	Orthetrum Selys, 1848	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580198310	Animalia	Leporidae	Oryctolagus cuniculus (Linnaeus, 1758)	HR	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580201935	Plantae	Betulaceae	Ostrya carpinifolia Scop.	HR	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580202072	Plantae	Santalaceae	Osyris alba L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580201945	Plantae	Santalaceae	Osyris alba L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1572400503	Animalia	Helicidae	Otala lactea (O.F. Muller, 1774) O.F. Muller, 1774	HR	44.213686	15.164078	31	2017-07-03T20:54Z	3	7	2017
1580202546	Animalia	Curculionidae	Otiorhynchus gemmatus (Scopoli, 1763)	HR	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580202496	Animalia	Curculionidae	Otiorhynchus gemmatus (Scopoli, 1763)	HR	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580202437	Animalia	Curculionidae	Otiorhynchus gemmatus (Scopoli, 1763)	HR	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580490789	Animalia	Curculionidae	Otiorhynchus sensitivus (Scopoli, 1763)	HR	44.236111	15.173889		2017-07-02T21:21Z	2	7	2017
1580202558	Animalia	Strigidae	Otus scops (Linnaeus, 1758)	HR	43.242828	17.087532	250	2017-06-13T02:00Z	13	6	2017
1580202927	Plantae	Oxalidaceae	Oxalis articulata Savigny	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580203478	Animalia	Cetoniidae	Oxythyrea funesta (Poda, 1761)	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580203326	Animalia	Cetoniidae	Oxythyrea funesta (Poda, 1761)	HR	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580203005	Animalia	Cetoniidae	Oxythyrea funesta (Poda, 1761)	HR	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1586127524	Animalia	Grapsidae	Pachygrapsus marmoratus (Fabricius, 1787)	HR	43.891204	15.159137	8	2017-07-19T13:36Z	19	7	2017
1580206300	Animalia	Psychidae	Pachythelia villosella Ochsenheimer, 1810	HR	43.242828	17.087532	250	2017-04-16T02:00Z	16	4	2017
1580242727	Animalia	Paguridae	Pagurus anachoretus Risso, 1827	HR	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1586946649	Plantae	Rhamnaceae	Paliurus spina-christi Miller	HR	44.87518	14.445457	5	2017-08-15T18:35Z	15	8	2017
1572400660	Plantae	Rhamnaceae	Paliurus spina-christi Miller	HR	44.161944	15.848611		2017-07-05T12:36Z	5	7	2017
1572351630	Plantae	Rhamnaceae	Paliurus spina-christi Miller	HR	44.942268	14.414935	10	2017-06-20T19:15Z	20	6	2017
1580240814	Plantae	Papaveraceae	Papaver rhoeas L.	HR	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580227349	Plantae	Papaveraceae	Papaver rhoeas L.	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580224460	Plantae	Papaveraceae	Papaver rhoeas L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580212555	Plantae	Papaveraceae	Papaver rhoeas L.	HR	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1586115657	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	HR	43.908644	16.395442	14	2017-06-25T10:17Z	25	6	2017
1580214351	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	HR	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580208349	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1572350578	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	HR	43.554821	16.388297	48	2017-07-01T02:00Z	1	7	2017
1571173425	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	HR	43.908986	16.395092	6	2017-06-23T18:26Z	23	6	2017
1586921576	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	43.550518	16.38739	6	2017-06-27T02:00Z	27	6	2017
1580243935	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580235474	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580232933	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580227408	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580208934	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580205915	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	HR	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580214640	Animalia	Nymphalidae	Pararge aegeria subsp. aegeria	HR	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580219247	Animalia	Geometridae	Parectropis similaria (Hufnagel, 1767) Hufnagel, 1767	HR	45.405193	14.799158	250	2017-06-11T02:00Z	11	6	2017
1580240832	Plantae	Urticaceae	Parietaria judaica L.	HR	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580223922	Plantae	Urticaceae	Parietaria judaica L.	HR	45.087612	13.878181	250	2017-05-22T02:00Z	22	5	2017
1580232909	Plantae	Urticaceae	Parietaria officinalis L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580224473	Plantae	Urticaceae	Parietaria officinalis L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580223113	Plantae	Urticaceae	Parietaria officinalis L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580208971	Animalia	Papilionidae	Parnassius mnemosyne (Linnaeus, 1758)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1621802426	Plantae	Vitaceae	Parthenocissus quinquefolia (L.) Planchon	HR	44.94614	14.41712		2017-08-22T18:31Z	22	8	2017
1580233382	Animalia	Paridae	Parus caeruleus Linnaeus, 1758	HR	45.380669	14.821115	250	2017-06-11T02:00Z	11	6	2017
1580225674	Animalia	Paridae	Parus caeruleus Linnaeus, 1758	HR	44.87339	14.984264	250	2017-06-01T02:00Z	1	6	2017
1580249186	Animalia	Paridae	Parus major Linnaeus, 1758	HR	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580228719	Animalia	Paridae	Parus major Linnaeus, 1758	HR	43.258057	17.063749	250	2017-04-13T02:00Z	13	4	2017
1580223077	Animalia	Paridae	Parus major Linnaeus, 1758	HR	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580214617	Animalia	Paridae	Parus major Linnaeus, 1758	HR	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580205112	Animalia	Paridae	Parus major Linnaeus, 1758	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1586196903	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	HR	45.035553	13.889122	250	2017-08-05T02:00Z	5	8	2017
1580245883	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	HR	45.463352	14.853622	250	2017-06-10T02:00Z	10	6	2017
1580210259	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	HR	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580205203	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580211136	Animalia	Passeridae	Passer hispaniolensis (Temminck, 1820)	HR	44.140591	15.156281	250	2017-06-17T02:00Z	17	6	2017
1580205127	Animalia	Passeridae	Passer hispaniolensis (Temminck, 1820)	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1586115819	Animalia	Passeridae	Passer montanus (Linnaeus, 1758)	HR	45.508687	16.213186	18	2017-07-08T11:17Z	8	7	2017
1580487379	Plantae	Passifloraceae	Passiflora caerulea L.	HR	44.956993	14.414639		2017-06-19T19:04Z	19	6	2017
1580224466	Plantae	Passifloraceae	Passiflora L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580240794	Plantae	Paulowniaceae	Paulownia tomentosa (Thunb.) Steud.	HR	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1500280030	Animalia	Ranidae	Pelophylax Fitzinger, 1843	HR	45.621404	16.238915	16511	2017-04-12T15:27Z	12	4	2017
1580250971	Animalia	Geometridae	Peribatodes rhomboidaria Denis & Schiffermüller, 1775	HR	45.405193	14.799158	250	2017-06-10T02:00Z	10	6	2017
1580250163	Animalia	Geometridae	Peribatodes secundaria Denis & Schiffermüller, 1775	HR	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1586198506	Animalia	Accipitridae	Pernis apivorus (Linnaeus, 1758)	HR	45.035553	13.889122	250	2017-07-31T02:00Z	31	7	2017
1580250612	Animalia	Accipitridae	Pernis apivorus (Linnaeus, 1758)	HR	43.242828	17.087532	250	2017-06-13T02:00Z	13	6	2017
1572400600	Plantae	Caryophyllaceae	Petrorhagia saxifraga (L.) Link	HR	44.187778	15.818056		2017-07-05T15:35Z	5	7	2017
1580252939	Plantae	Apiaceae	Peucedanum longifolium Waldst. & Kit.	HR	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580275482	Animalia	Phalacrocoracidae	Phalacrocorax aristotelis (Linnaeus, 1761)	HR	43.201672	17.126312	250	2017-06-14T02:00Z	14	6	2017
1580265791	Animalia	Phalacrocoracidae	Phalacrocorax aristotelis (Linnaeus, 1761)	HR	45.080399	14.144146	250	2017-05-26T02:00Z	26	5	2017
1580256441	Animalia	Phalacrocoracidae	Phalacrocorax aristotelis (Linnaeus, 1761)	HR	45.080399	14.144146	250	2017-05-25T02:00Z	25	5	2017
1580255953	Animalia	Phalacrocoracidae	Phalacrocorax pygmeus (Pallas, 1773)	HR	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580255701	Animalia	Phalacrocoracidae	Phalacrocorax pygmeus (Pallas, 1773)	HR	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580255627	Animalia	Phasianidae	Phasianus colchicus Linnaeus, 1758	HR	43.242828	17.087532	250	2017-06-08T02:00Z	8	6	2017
1580258915	Animalia	Salticidae	Philaeus chrysops (Poda, 1761)	HR	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580255899	Animalia	Salticidae	Philaeus chrysops (Poda, 1761)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1621802565	Plantae	Oleaceae	Phillyrea latifolia L.	HR	44.972328	14.396572		2017-08-22T11:39Z	22	8	2017
1580255541	Animalia	Muscicapidae	Phoenicurus ochruros (S. G. Gmelin, 1774)	HR	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580273283	Plantae	Arecaceae	Phoenix canariensis Chabaud	HR	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580264405	Plantae	Arecaceae	Phoenix canariensis Chabaud	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580270672	Animalia	Tettigoniidae	Pholidoptera griseoaptera (De Geer, 1773)	HR	43.284321	17.09173	250	2017-06-10T02:00Z	10	6	2017
1580255873	Animalia	Tettigoniidae	Pholidoptera griseoaptera (De Geer, 1773)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580274345	Animalia	Trochidae	Phorcus turbinatus (Born, 1778)	HR	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580255877	Animalia	Phylloscopidae	Phylloscopus collybita (Vieillot, 1817)	HR	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580253855	Animalia	Phylloscopidae	Phylloscopus collybita (Vieillot, 1817)	HR	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1621790693	Plantae	Phytolaccaceae	Phytolacca americana L.	HR	45.10708	14.356741	688	2017-08-20T19:07Z	20	8	2017
1580295307	Animalia	Picidae	Picoides tridactylus (Linnaeus, 1758)	HR	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1586199488	Animalia	Picidae	Picus viridis Linnaeus, 1758	HR	45.035553	13.889122	250	2017-08-05T02:00Z	5	8	2017
1586115684	Animalia	Pieridae	Pieris brassicae (Linnaeus, 1758)	HR	43.907933	16.395818	14	2017-06-25T10:15Z	25	6	2017
1580298520	Animalia	Pieridae	Pieris brassicae (Linnaeus, 1758)	HR	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580282243	Animalia	Pieridae	Pieris napi (Linnaeus, 1758)	HR	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1621773559	Animalia	Pieridae	Pieris rapae (Linnaeus, 1758)	HR	43.550497	16.387364	12	2017-05-29T02:00Z	29	5	2017
1580292577	Animalia	Pieridae	Pieris rapae (Linnaeus, 1758)	HR	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1586127546	Animalia	Pinnidae	Pinna nobilis Linnaeus, 1758	HR	43.891339	15.1594	8	2017-07-19T13:12Z	19	7	2017
1580296648	Animalia	Pinnidae	Pinna nobilis Linnaeus, 1758	HR	43.201672	17.126312	250	2017-06-14T02:00Z	14	6	2017
1580295695	Animalia	Pinnidae	Pinna nobilis Linnaeus, 1758	HR	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580296200	Plantae	Pinaceae	Pinus halepensis Mill.	HR	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580294622	Plantae	Pinaceae	Pinus L.	HR	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580287641	Plantae	Pinaceae	Pinus L.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580286968	Plantae	Pinaceae	Pinus L.	HR	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580296215	Plantae	Pinaceae	Pinus pinaster Aiton	HR	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1621781722	Plantae	Anacardiaceae	Pistacia lentiscus L.	HR	44.523682	14.490514		2017-08-19T16:48Z	19	8	2017
1586120489	Plantae	Anacardiaceae	Pistacia lentiscus L.	HR	44.771429	13.907801	4	2017-08-01T12:32Z	1	8	2017
1621781671	Plantae	Anacardiaceae	Pistacia terebinthus L.	HR	44.524387	14.489665		2017-08-19T16:52Z	19	8	2017
1580291401	Plantae	Fabaceae	Pisum sativum L.	HR	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580287611	Plantae	Pittosporaceae	Pittosporum tobira (Murray) Aiton fil.	HR	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580300837	Plantae	Plantaginaceae	Plantago coronopus L.	HR	45.080399	14.144146	250	2017-05-26T02:00Z	26	5	2017
